PRODUCT_ID,NAME         ,DESCRIPTION,PRICE
691       ,Ford         ,Aquamarine ,86
692       ,BMW          ,Teal       ,71
693       ,Jaguar       ,Turquoise  ,18
694       ,Chevrolet    ,Green      ,45
695       ,Lincoln      ,Fuscia     ,25
696       ,Audi         ,Khaki      ,27
697       ,Toyota       ,Violet     ,18
698       ,Chevrolet    ,Blue       ,88
699       ,Lotus        ,Blue       ,35
700       ,Mazda        ,Khaki      ,66
701       ,Chrysler     ,Fuscia     ,15
702       ,Mazda        ,Indigo     ,30
703       ,Volkswagen   ,Maroon     ,91
704       ,Buick        ,Turquoise  ,13
705       ,Toyota       ,Maroon     ,73
706       ,Chrysler     ,Blue       ,76
707       ,GMC          ,Purple     ,90
708       ,Volvo        ,Blue       ,34
709       ,Chevrolet    ,Mauv       ,77
710       ,BMW          ,Turquoise  ,87
711       ,Chevrolet    ,Crimson    ,72
712       ,Ford         ,Green      ,26
713       ,Audi         ,Blue       ,22
714       ,Porsche      ,Blue       ,57
715       ,Nissan       ,Goldenrod  ,10
716       ,Volkswagen   ,Fuscia     ,70
717       ,Volvo        ,Maroon     ,10
718       ,Land Rover   ,Puce       ,88
719       ,Lotus        ,Yellow     ,86
720       ,Ford         ,Indigo     ,75
721       ,Bentley      ,Yellow     ,99
722       ,Oldsmobile   ,Indigo     ,18
723       ,Maserati     ,Turquoise  ,14
724       ,Hyundai      ,Khaki      ,30
725       ,Ford         ,Goldenrod  ,95
726       ,Chevrolet    ,Blue       ,86
727       ,Chrysler     ,Maroon     ,48
728       ,Ford         ,Teal       ,18
729       ,Chevrolet    ,Turquoise  ,10
730       ,Hyundai      ,Purple     ,30
731       ,BMW          ,Maroon     ,63
732       ,Lexus        ,Purple     ,40
733       ,Acura        ,Purple     ,18
734       ,Oldsmobile   ,Teal       ,51
735       ,Pontiac      ,Fuscia     ,88
736       ,Porsche      ,Indigo     ,61
737       ,Pontiac      ,Turquoise  ,9
738       ,Hummer       ,Puce       ,28
739       ,Isuzu        ,Purple     ,68
740       ,Nissan       ,Crimson    ,6
741       ,Hyundai      ,Indigo     ,13
742       ,Lincoln      ,Khaki      ,95
743       ,Jaguar       ,Khaki      ,59
744       ,Volkswagen   ,Purple     ,12
745       ,GMC          ,Turquoise  ,5
746       ,Suzuki       ,Crimson    ,18
747       ,Nissan       ,Indigo     ,21
748       ,Mazda        ,Purple     ,35
749       ,BMW          ,Violet     ,69
750       ,Spyker       ,Yellow     ,24
751       ,Aston Martin ,Pink       ,40
752       ,Mazda        ,Orange     ,46
753       ,Pontiac      ,Goldenrod  ,42
754       ,Nissan       ,Fuscia     ,75
755       ,Kia          ,Maroon     ,99
756       ,BMW          ,Aquamarine ,51
757       ,Kia          ,Violet     ,16
758       ,Ferrari      ,Indigo     ,54
759       ,Infiniti     ,Fuscia     ,2
760       ,Nissan       ,Goldenrod  ,38
761       ,Acura        ,Indigo     ,61
762       ,Mercury      ,Red        ,24
763       ,Lamborghini  ,Violet     ,52
764       ,Suzuki       ,Turquoise  ,11
765       ,Audi         ,Goldenrod  ,51
766       ,Dodge        ,Crimson    ,31
767       ,Acura        ,Red        ,54
768       ,Hyundai      ,Yellow     ,16
769       ,Porsche      ,Puce       ,77
770       ,Lexus        ,Pink       ,69
771       ,Hyundai      ,Violet     ,27
772       ,Panoz        ,Khaki      ,68
773       ,Chrysler     ,Yellow     ,3
774       ,Ford         ,Indigo     ,43
775       ,Bentley      ,Fuscia     ,73
776       ,Mazda        ,Khaki      ,80
777       ,Cadillac     ,Violet     ,81
778       ,Buick        ,Red        ,3
779       ,Pontiac      ,Goldenrod  ,8
780       ,Mitsubishi   ,Teal       ,25
781       ,Mitsubishi   ,Orange     ,55
782       ,Ford         ,Khaki      ,93
783       ,Chevrolet    ,Orange     ,31
784       ,Daewoo       ,Puce       ,98
785       ,MINI         ,Mauv       ,23
786       ,Lexus        ,Turquoise  ,49
787       ,Nissan       ,Indigo     ,63
788       ,Ford         ,Orange     ,22
789       ,Infiniti     ,Orange     ,18
790       ,Jeep         ,Purple     ,13
791       ,Mercury      ,Green      ,14
792       ,GMC          ,Fuscia     ,35
793       ,Pontiac      ,Red        ,27
794       ,Lexus        ,Fuscia     ,9
795       ,BMW          ,Violet     ,40
796       ,Infiniti     ,Indigo     ,9
797       ,GMC          ,Aquamarine ,26
798       ,Mercury      ,Yellow     ,6
799       ,Honda        ,Fuscia     ,85
800       ,GMC          ,Maroon     ,29
801       ,Audi         ,Khaki      ,44
802       ,GMC          ,Purple     ,90
803       ,Mercedes-Benz,Fuscia     ,68
804       ,Ford         ,Goldenrod  ,15
805       ,Mitsubishi   ,Indigo     ,38
806       ,Volkswagen   ,Goldenrod  ,82
807       ,Honda        ,Khaki      ,10
808       ,Nissan       ,Teal       ,35
809       ,Chevrolet    ,Pink       ,95
810       ,Mazda        ,Pink       ,2
811       ,Isuzu        ,Pink       ,17
812       ,Subaru       ,Pink       ,83
813       ,Honda        ,Orange     ,63
814       ,GMC          ,Yellow     ,66
815       ,Audi         ,Blue       ,77
816       ,Jeep         ,Yellow     ,52
817       ,MINI         ,Indigo     ,78
818       ,Toyota       ,Fuscia     ,74
819       ,Ferrari      ,Red        ,75
820       ,Ford         ,Yellow     ,3
821       ,Toyota       ,Orange     ,24
822       ,Nissan       ,Indigo     ,96
823       ,Toyota       ,Puce       ,97
824       ,Cadillac     ,Khaki      ,39
825       ,BMW          ,Green      ,82
826       ,Lexus        ,Goldenrod  ,31
827       ,BMW          ,Indigo     ,57
828       ,GMC          ,Crimson    ,42
829       ,Toyota       ,Green      ,67
830       ,Jaguar       ,Indigo     ,16
831       ,Honda        ,Red        ,32
832       ,BMW          ,Red        ,53
833       ,Toyota       ,Turquoise  ,96
834       ,Kia          ,Turquoise  ,9
835       ,Nissan       ,Orange     ,52
836       ,Mazda        ,Red        ,50
837       ,Saab         ,Green      ,77
838       ,Mercury      ,Red        ,16
839       ,Buick        ,Aquamarine ,92
840       ,Audi         ,Aquamarine ,23
841       ,Ford         ,Aquamarine ,21
842       ,Spyker       ,Khaki      ,89
843       ,GMC          ,Indigo     ,75
844       ,Plymouth     ,Goldenrod  ,75
845       ,Mercedes-Benz,Turquoise  ,12
846       ,Toyota       ,Indigo     ,50
847       ,Mercury      ,Aquamarine ,28
848       ,BMW          ,Crimson    ,21
849       ,Mercedes-Benz,Green      ,35
850       ,Ferrari      ,Puce       ,25
851       ,Audi         ,Green      ,21
852       ,Toyota       ,Maroon     ,42
853       ,Ford         ,Red        ,30
854       ,BMW          ,Yellow     ,79
855       ,Acura        ,Aquamarine ,89
856       ,Acura        ,Indigo     ,62
857       ,Kia          ,Orange     ,29
858       ,Infiniti     ,Violet     ,52
859       ,Ford         ,Pink       ,30
860       ,Mitsubishi   ,Crimson    ,54
861       ,Ford         ,Green      ,19
862       ,Oldsmobile   ,Indigo     ,4
863       ,Ford         ,Aquamarine ,92
864       ,Nissan       ,Aquamarine ,98
865       ,Nissan       ,Red        ,73
866       ,Mazda        ,Teal       ,10
867       ,Scion        ,Violet     ,34
868       ,Porsche      ,Puce       ,81
869       ,GMC          ,Blue       ,45
870       ,GMC          ,Khaki      ,21
871       ,Cadillac     ,Goldenrod  ,48
872       ,Volkswagen   ,Orange     ,19
873       ,Audi         ,Purple     ,42
874       ,GMC          ,Yellow     ,71
875       ,Toyota       ,Purple     ,41
876       ,Audi         ,Mauv       ,78
877       ,Dodge        ,Orange     ,58
878       ,Suzuki       ,Yellow     ,53
879       ,Ferrari      ,Crimson    ,81
880       ,Aston Martin ,Pink       ,87
881       ,Honda        ,Khaki      ,96
882       ,Buick        ,Khaki      ,1
883       ,Ford         ,Red        ,81
884       ,Oldsmobile   ,Khaki      ,42
885       ,Pontiac      ,Yellow     ,35
886       ,Ford         ,Teal       ,38
887       ,Mercury      ,Green      ,90
888       ,Jeep         ,Crimson    ,94
889       ,Mazda        ,Indigo     ,23
890       ,Ram          ,Mauv       ,100
891       ,Ford         ,Purple     ,10
892       ,Mitsubishi   ,Turquoise  ,28
893       ,Acura        ,Green      ,74
894       ,Subaru       ,Violet     ,60
895       ,Mercedes-Benz,Maroon     ,59
896       ,BMW          ,Puce       ,60
897       ,Toyota       ,Maroon     ,74
898       ,Audi         ,Khaki      ,14
899       ,Lotus        ,Teal       ,10
900       ,Ford         ,Yellow     ,58
901       ,Buick        ,Goldenrod  ,93
902       ,Mercedes-Benz,Khaki      ,41
903       ,Chevrolet    ,Fuscia     ,67
904       ,Jeep         ,Puce       ,43
905       ,Honda        ,Teal       ,8
906       ,Chevrolet    ,Red        ,5
907       ,Ford         ,Violet     ,24
908       ,Chevrolet    ,Orange     ,13
909       ,Mitsubishi   ,Orange     ,75
910       ,Nissan       ,Khaki      ,71
911       ,Pontiac      ,Mauv       ,73
912       ,GMC          ,Yellow     ,6
913       ,Chevrolet    ,Red        ,93
914       ,BMW          ,Red        ,95
915       ,GMC          ,Violet     ,48
916       ,Mazda        ,Goldenrod  ,51
917       ,Land Rover   ,Indigo     ,17
918       ,Volkswagen   ,Goldenrod  ,22
919       ,Lincoln      ,Red        ,76
920       ,BMW          ,Purple     ,42
921       ,Chevrolet    ,Maroon     ,53
922       ,Chevrolet    ,Puce       ,70
923       ,Chevrolet    ,Turquoise  ,47
924       ,Toyota       ,Aquamarine ,45
925       ,Ford         ,Maroon     ,69
926       ,Lincoln      ,Teal       ,36
927       ,Toyota       ,Purple     ,71
928       ,Mitsubishi   ,Fuscia     ,8
929       ,Daewoo       ,Green      ,3
930       ,Volkswagen   ,Green      ,98
931       ,Pontiac      ,Orange     ,63
932       ,Jeep         ,Fuscia     ,14
933       ,Mercury      ,Blue       ,98
934       ,Geo          ,Yellow     ,20
935       ,Lotus        ,Yellow     ,45
936       ,Buick        ,Aquamarine ,47
937       ,Mitsubishi   ,Green      ,89
938       ,Dodge        ,Fuscia     ,89
939       ,Saab         ,Purple     ,77
940       ,Oldsmobile   ,Turquoise  ,56
941       ,GMC          ,Aquamarine ,71
942       ,Mitsubishi   ,Mauv       ,10
943       ,Oldsmobile   ,Green      ,1
944       ,Ford         ,Turquoise  ,56
945       ,Cadillac     ,Green      ,65
946       ,Volvo        ,Blue       ,40
947       ,Buick        ,Teal       ,97
948       ,Ford         ,Red        ,47
949       ,Honda        ,Teal       ,3
950       ,Ford         ,Red        ,32
951       ,Dodge        ,Turquoise  ,4
952       ,Chevrolet    ,Maroon     ,24
953       ,Ford         ,Purple     ,85
954       ,Subaru       ,Orange     ,53
955       ,GMC          ,Mauv       ,52
956       ,Ford         ,Violet     ,94
957       ,Mercedes-Benz,Yellow     ,34
958       ,Plymouth     ,Khaki      ,37
959       ,Mercury      ,Maroon     ,15
960       ,Infiniti     ,Mauv       ,88
961       ,Audi         ,Teal       ,86
962       ,Ford         ,Teal       ,30
963       ,Plymouth     ,Purple     ,45
964       ,GMC          ,Maroon     ,36
965       ,Nissan       ,Blue       ,32
966       ,Chevrolet    ,Turquoise  ,89
967       ,Toyota       ,Crimson    ,11
968       ,Chrysler     ,Mauv       ,6
969       ,Aptera       ,Aquamarine ,43
970       ,Volkswagen   ,Puce       ,43
971       ,Honda        ,Pink       ,25
972       ,Buick        ,Aquamarine ,79
973       ,Lincoln      ,Teal       ,9
974       ,Pontiac      ,Purple     ,5
975       ,Dodge        ,Yellow     ,86
976       ,BMW          ,Crimson    ,74
977       ,Honda        ,Green      ,49
978       ,Dodge        ,Blue       ,81
979       ,Mitsubishi   ,Khaki      ,37
980       ,Honda        ,Khaki      ,33
981       ,BMW          ,Orange     ,59
982       ,GMC          ,Mauv       ,71
983       ,Mercedes-Benz,Teal       ,32
984       ,Mazda        ,Red        ,55
985       ,GMC          ,Violet     ,95
986       ,Ford         ,Purple     ,40
987       ,Ford         ,Khaki      ,53
988       ,Mazda        ,Goldenrod  ,53
989       ,Oldsmobile   ,Puce       ,65
990       ,Volkswagen   ,Violet     ,34
991       ,Ford         ,Orange     ,31
992       ,Audi         ,Teal       ,88
993       ,Acura        ,Teal       ,99
994       ,Ford         ,Teal       ,27
995       ,Suzuki       ,Crimson    ,63
996       ,Pontiac      ,Aquamarine ,14
997       ,Maybach      ,Orange     ,35
998       ,Toyota       ,Khaki      ,73
999       ,Chevrolet    ,Blue       ,69
1000      ,Lamborghini  ,Goldenrod  ,16
